date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-03-03,0,5456,0,235,0,673,,,749,37,51,3565162,57,,,09000,9000
2020-03-04,0,5456,0,235,0,673,,,749,63,65,3565120,73,,,09000,9000
2020-03-05,0,5456,0,235,0,673,,,749,97,84,3565065,93,,,09000,9000
2020-03-06,0,5456,0,235,0,673,,,749,140,108,3564995,120,,,09000,9000
2020-03-07,0,5456,0,235,0,673,,,749,196,138,3564906,154,0,,09000,9000
2020-03-08,1,5456,0,235,0,673,,,749,267,177,3564791,197,1,29,09000,9000
2020-03-09,1,5456,0,235,0,673,2.1098171165,0.9786615002,749,359,228,3564643,253,1,46,09000,9000
2020-03-10,2,5456,0,235,0,673,2.1278762038,0.7020936642,749,476,292,3564454,325,2,54,09000,9000
2020-03-11,2,5456,0,235,0,673,2.1436435517,0.5474309529,749,627,375,3564212,417,3,71,09000,9000
2020-03-12,3,5456,1,235,0,673,2.156516119,0.4628859252,749,820,481,3563901,535,6,89,09000,9000
2020-03-13,4,5456,1,235,0,673,2.168062476,0.4537792763,749,1068,617,3563502,686,6,99,09000,9000
2020-03-14,5,5456,1,235,1,673,2.1761108446,0.3994943882,749,1386,792,3562990,880,11,125,09000,9000
2020-03-15,7,5456,2,235,1,673,2.1799538899,0.409932002,750,1793,1015,3562334,1129,20,125,09000,9000
2020-03-16,9,5456,2,235,1,673,2.1802437859,0.3925278081,750,2316,1303,3561492,1447,26,125,09000,9000
2020-03-17,11,5456,3,235,2,673,2.1755598807,0.3072773947,750,2987,1671,3560413,1856,41,125,09000,9000
2020-03-18,15,5456,4,235,2,673,2.1657273559,0.2812482867,751,3846,2143,3559029,2380,68,125,09000,9000
2020-03-19,19,5456,6,235,3,673,2.1504182595,0.2452531233,751,4949,2748,3557255,3052,96,604,09000,9000
2020-03-20,24,5456,7,235,4,673,2.1293076188,0.2398002349,752,6361,3523,3554983,3911,194,604,09000,9000
2020-03-21,32,5456,10,235,6,673,2.1025995137,0.2301896927,753,8172,4516,3552071,5012,194,2106,09000,9000
2020-03-22,41,5456,13,235,7,673,2.0739771012,0.1980377526,754,10492,5789,3548342,6421,223,2877,09000,9000
2020-03-23,52,5456,16,235,10,673,2.0349051437,0.157355331,756,13463,7417,3543570,8222,415,4085,09000,9000
2020-03-24,67,5456,21,235,13,673,1.9916624036,0.1178769106,758,17267,9501,3537465,10523,618,4682,09000,9000
2020-03-25,86,5456,27,235,16,673,1.9454889797,0.1312060299,760,22118,12152,3529800,13337,875,5023,09000,9000
2020-03-26,110,5456,35,235,21,673,1.895492047,0.0999999999999999,764,28191,15419,3520552,16512,1012,5625,09000,9000
2020-03-27,140,5456,44,235,27,673,1.8438908347,0.0999999999999999,768,35634,19324,3509565,20057,1291,7109,09000,9000
2020-03-28,177,5456,56,235,34,673,1.7899849027,0.1,773,44591,23880,3496733,23931,1291,7109,09000,9000
2020-03-29,222,5456,70,235,43,673,1.7353855485,0.1,780,55182,29071,3482029,28045,1993,9907,09000,9000
2020-03-30,275,5456,87,235,53,673,1.6830314096,0.1,789,67476,34845,3465515,32265,2571,12029,09000,9000
2020-03-31,337,5456,107,235,65,673,1.6311128517,0.1,799,81477,41096,3447366,36413,3128,13029,09000,9000
2020-04-01,408,5456,129,235,79,673,1.5810676554,0.1,812,97115,47677,3427854,40286,3557,13043,09000,9000
2020-04-02,486,5456,155,235,95,673,1.5320239326,0.1,827,114234,54379,3407384,43637,3824,14476,09000,9000
2020-04-03,571,5456,182,235,112,673,1.4847847434,0.0999999999999999,845,132564,60935,3386473,46218,4914,15101,09000,9000
2020-04-04,665,5456,214,235,130,673,1.4398829511,0.1,870,151772,67062,3365631,47852,5276,16753,09000,9000
2020-04-05,763,5456,249,235,149,673,1.3978682434,0.1,902,171426,72455,3345483,48347,5675,17595,09000,9000
2020-04-06,863,5456,285,235,168,673,1.3586426489,0.0999999999999999,938,191027,76799,3326666,47562,6906,19780,09000,9000
2020-04-07,960,5456,320,235,187,673,1.3208958944,0.1,978,210047,79814,3309750,45458,7781,21255,09000,9000
2020-04-08,1051,5456,355,235,205,673,1.2859474952,0.0999999999999999,1023,228025,81314,3294388,42843,7781,21255,09000,9000
2020-04-09,1135,5456,387,235,222,673,1.2536251116,0.1,1072,245128,81749,3278955,41172,9784,23718,09000,9000
2020-04-10,1209,5456,416,235,237,673,1.2230106296,0.0999999999999999,1125,261667,81596,3263567,40022,10538,25750,09000,9000
2020-04-11,1274,5456,443,235,250,673,1.1943659247,0.1,1181,277805,81116,3248310,39141,11510,28321,09000,9000
2020-04-12,1330,5456,466,235,261,673,1.1672762816,0.1,1240,293612,80420,3233223,38420,12035,29185,09000,9000
2020-04-13,1377,5456,488,235,271,673,1.1416850664,0.1,1302,309144,79606,3218344,37767,13381,30928,09000,9000
2020-04-14,1418,5456,507,235,280,673,1.1173067167,0.1,1366,324415,78707,3203686,37154,13989,31852,09000,9000
2020-04-15,1451,5456,523,235,287,673,1.0938295699,0.1,1433,339441,77751,3189260,36555,14755,35388,09000,9000
2020-04-16,1479,5456,538,235,293,673,1.0714391931,0.0999999999999999,1500,354223,76752,3175074,35958,15884,37238,09000,9000
2020-04-17,1501,5456,550,235,298,673,1.0494725882,0.1,1570,368762,75719,3161132,35360,16809,38653,09000,9000
2020-04-18,1518,5456,561,235,302,673,1.0277448759,0.0999999999999999,1640,383057,74655,3147439,34759,16809,38653,09000,9000
2020-04-19,1531,5456,570,235,305,673,1.0064297837,0.0999999999999999,1711,397106,73564,3133997,34153,17550,40663,09000,9000
2020-04-20,1540,5456,578,235,307,673,0.9848752925,0.1,1784,410906,72451,3120808,33542,19815,42991,09000,9000
2020-04-21,1545,5456,584,235,308,673,0.9640451871,0.1,1856,424451,71312,3107890,32914,20360,43832,09000,9000
2020-04-22,1547,5456,589,235,309,673,0.9437883643,0.1,1929,437719,70130,3095312,32225,22469,47449,09000,9000
2020-04-23,1546,5456,593,235,309,673,0.9244739636,0.1,2003,450677,68885,3083159,31419,23100,48397,09000,9000
2020-04-24,1542,5456,595,235,308,673,0.9058249038,0.1,2076,463288,67559,3071479,30488,23921,50117,09000,9000
2020-04-25,1536,5456,597,235,307,673,0.8887015507,0.1,2150,475516,66136,3060277,29463,24582,53020,09000,9000
2020-04-26,1526,5456,597,235,305,673,0.8730265687,0.1,2223,487318,64593,3049553,28384,25269,54542,09000,9000
2020-04-27,1514,5456,596,235,303,673,0.8596895519,0.1,2296,498671,62926,3039310,27274,25269,54542,09000,9000
2020-04-28,1499,5456,594,235,300,673,0.848495155,0.1,2369,509562,61145,3029552,26142,26312,66433,09000,9000
2020-04-29,1482,5456,591,235,297,673,0.8400676532,0.1,2441,519985,59269,3020283,24987,26767,68051,09000,9000
2020-04-30,1462,5456,586,235,293,673,0.8342594455,0.1,2512,529935,57312,3011503,23818,27700,69433,09000,9000
2020-05-01,1439,5456,581,235,288,673,0.8315199742,0.1,2583,539407,55284,3003206,22642,28764,71493,09000,9000
2020-05-02,1415,5456,574,235,283,673,0.8313515198,0.1,2652,548400,53197,2995387,21468,28764,71493,09000,9000
2020-05-03,1387,5456,567,235,278,673,0.8337301446,0.1,2721,556917,51065,2988037,20301,29287,73206,09000,9000
2020-05-04,1358,5456,559,235,272,673,0.8385987828,0.1,2788,564962,48902,2981144,19149,29287,73206,09000,9000
2020-05-05,1327,5456,549,235,266,673,0.8452038083,0.1,2854,572539,46713,2974704,18013,30621,78022,09000,9000
2020-05-06,1294,5456,539,235,259,673,0.8533684619,0.1,2918,579661,44518,2968658,16936,30995,80452,09000,9000
2020-05-07,1260,5456,529,235,252,673,0.8625053963,0.1,2981,586369,42352,2962915,15972,31784,84390,09000,9000
2020-05-08,1224,5456,517,235,245,673,0.8719306266,0.1,3043,592700,40246,2957462,15093,32411,88130,09000,9000
2020-05-09,1187,5456,505,235,237,673,0.8812668395,0.1,3103,598687,38218,2952290,14279,32984,90585,09000,9000
2020-05-10,1150,5456,493,235,230,673,0.8896553136,0.1,3161,604353,36275,2947385,13517,33554,96638,09000,9000
2020-05-11,1112,5456,480,235,222,673,0.8966264904,0.1,3218,609718,34419,2942736,12801,33765,98743,09000,9000
2020-05-12,1074,5456,467,235,214,673,0.9018019466,0.1,3272,614800,32650,2938331,12125,34333,104091,09000,9000
2020-05-13,1036,5456,454,235,207,673,0.9049374273,0.1,3326,619614,30965,2934156,11485,34855,108088,09000,9000
2020-05-14,999,5456,440,235,199,673,0.9054230234,0.0999999999999999,3377,624174,29363,2930202,10880,35464,114098,09000,9000
2020-05-15,961,5456,427,235,191,673,0.9035399469,0.0999999999999999,3426,628493,27839,2926456,10306,36085,119823,09000,9000
2020-05-16,925,5456,414,235,184,673,0.8987838929,0.1,3474,632586,26391,2922907,9762,36703,128052,09000,9000
2020-05-17,889,5456,401,235,177,673,0.8916600884,0.1,3520,636463,25016,2919545,9247,37419,133188,09000,9000
2020-05-18,854,5456,387,235,169,673,0.8822738774,0.1,3565,640135,23709,2916362,8758,38116,139563,09000,9000
2020-05-19,820,5456,375,235,162,673,0.8711345111,0.1,3608,643613,22469,2913347,8295,38430,147090,09000,9000
2020-05-20,786,5456,362,235,155,673,0.8583316183,0.1,3649,646908,21291,2910491,7856,39017,151701,09000,9000
2020-05-21,754,5456,349,235,149,673,0.8444421006,0.1,3689,650028,20174,2907787,7440,39208,157239,09000,9000
2020-05-22,722,5456,337,235,142,673,0.8299904661,0.1,3727,652989,19111,2905222,7045,39640,162688,09000,9000
2020-05-23,692,5456,325,235,136,673,0.8159519215,0.1,3763,655793,18104,2902792,6670,40022,168345,09000,9000
2020-05-24,662,5456,313,235,130,673,0.8023070177,0.1,3798,658442,17149,2900497,6316,40468,173668,09000,9000
2020-05-25,634,5456,302,235,124,673,0.7898618135,0.1,3832,660954,16243,2898320,5981,40873,180853,09000,9000
2020-05-26,606,5456,290,235,118,673,0.7786074442,0.1,3865,663334,15383,2896258,5663,41303,184059,09000,9000
2020-05-27,580,5456,279,235,113,673,0.7692796912,0.1,3895,665582,14569,2894311,5362,41288,187581,09000,9000
2020-05-28,554,5456,269,235,107,673,0.7616646396,0.1,3925,667710,13800,2892469,5077,41559,193966,09000,9000
2020-05-29,530,5456,259,235,102,673,0.7558148873,0.1,3954,669724,13070,2890725,4806,41762,199631,09000,9000
2020-05-30,506,5456,249,235,97,673,0.7518092422,0.1,3981,671632,12378,2889074,4550,42022,204913,09000,9000
2020-05-31,483,5456,239,235,93,673,0.7499067756,0.1,4007,673438,11723,2887510,4307,42201,207845,09000,9000
2020-06-01,462,5456,229,235,88,673,0.74956754,0.1,4032,675147,11101,2886030,4078,42740,218650,09000,9000
2020-06-02,441,5456,220,235,84,673,0.7503411056,0.1,4056,676768,10511,2884627,3860,42979,227631,09000,9000
2020-06-03,421,5456,212,235,80,673,0.7518694122,0.1,4078,678302,9953,2883299,3654,43091,233345,09000,9000
2020-06-04,401,5456,203,235,76,673,0.7539048532,0.1,4100,679753,9424,2882043,3460,43239,238286,09000,9000
2020-06-05,383,5456,195,235,72,673,0.755891149,0.1,4121,681126,8923,2880854,3275,43460,243927,09000,9000
2020-06-06,363,5456,185,235,69,673,0.7578444241,0.1045453096,4136,682426,8448,2879729,3100,43818,251731,09000,9000
2020-06-07,344,5456,175,235,65,673,0.7595198316,0.1040616611,4149,683657,7999,2878663,2935,43968,258386,09000,9000
2020-06-08,326,5456,166,235,62,673,0.7603698016,0.1038162959,4162,684826,7572,2877652,2777,44092,263979,09000,9000
2020-06-09,309,5456,157,235,59,673,0.7602136776,0.1,4174,685930,7168,2876696,2628,44179,268472,09000,9000
2020-06-10,293,5456,149,235,56,673,0.7587883423,0.1042728239,4185,686975,6785,2875793,2488,44347,272566,09000,9000
2020-06-11,277,5456,141,235,53,673,0.7559191328,0.1,4196,687965,6423,2874936,2354,44461,277487,09000,9000
2020-06-12,263,5456,133,235,50,673,0.7521407382,0.1061918219,4206,688901,6080,2874126,2228,44689,285565,09000,9000
2020-06-13,249,5456,126,235,48,673,0.747462586,0.1075422881,4216,689780,5757,2873366,2109,44994,299260,09000,9000
2020-06-14,236,5456,119,235,45,673,0.7421982068,0.1148354862,4225,690624,5447,2872636,1995,45088,304018,09000,9000
2020-06-15,223,5456,113,235,43,673,0.7365212811,0.1049272681,4234,691419,5155,2871949,1888,45235,311142,09000,9000
2020-06-16,211,5456,107,235,41,673,0.7303778676,0.1067007188,4242,692168,4880,2871301,1786,45349,316071,09000,9000
2020-06-17,200,5456,101,235,39,673,0.7230960903,0.1088027869,4250,692875,4620,2870690,1691,45429,322429,09000,9000
2020-06-18,189,5456,96,235,37,673,0.7154538987,0.1167824002,4258,693542,4374,2870113,1601,45440,327145,09000,9000
2020-06-19,179,5456,91,235,35,673,0.7086078705,0.1187586784,4265,694173,4141,2869567,1516,45557,334321,09000,9000
2020-06-20,170,5456,86,235,33,673,0.7020747024,0.1206446415,4271,694772,3920,2869049,1435,45715,345940,09000,9000
2020-06-21,161,5456,81,235,31,673,0.6959152215,0.1224227305,4278,695340,3710,2868557,1358,45755,349673,09000,9000
2020-06-22,152,5456,77,235,30,673,0.6903053412,0.1240421635,4284,695879,3511,2868091,1285,45782,351770,09000,9000
2020-06-23,144,5456,72,235,28,673,0.6850772641,0.1197778766,4289,696389,3323,2867650,1216,45899,358045,09000,9000
2020-06-24,136,5456,69,235,26,673,0.6803798903,0.132680897,4295,696872,3145,2867233,1151,45913,356437,09000,9000
2020-06-25,129,5456,65,235,25,673,0.6758458064,0.139763277,4300,697329,2977,2866838,1089,45994,362949,09000,9000
2020-06-26,122,5456,61,235,24,673,0.6716382029,0.1525249129,4305,697761,2817,2866465,1030,46059,370803,09000,9000
2020-06-27,115,5456,58,235,22,673,0.667884069,0.1593821407,4309,698170,2666,2866111,975,46206,383342,09000,9000
2020-06-28,109,5456,55,235,21,673,0.6645088446,0.1661299867,4314,698556,2523,2865776,922,46303,392320,09000,9000
2020-06-29,103,5456,52,235,20,673,0.6614531975,0.1439180653,4318,698923,2387,2865460,873,46362,398614,09000,9000
2020-06-30,98,5456,49,235,19,673,0.6586760311,0.1447197642,4322,699270,2259,2865160,826,46514,419880,09000,9000
2020-07-01,92,5456,46,235,18,673,,,4325,699597,2138,2864877,781,,,09000,9000
2020-07-02,87,5456,44,235,17,673,,,4329,699909,2024,2864598,749,,,09000,9000
2020-07-03,82,5456,41,235,16,673,,,4332,700211,1923,2864312,733,,,09000,9000
2020-07-04,78,5456,39,235,15,673,,,4335,700508,1837,2864020,727,,,09000,9000
2020-07-05,74,5456,37,235,14,673,,,4338,700805,1766,2863721,729,,,09000,9000
2020-07-06,70,5456,35,235,14,673,,,4341,701104,1710,2863414,737,,,09000,9000
2020-07-07,66,5456,33,235,13,673,,,4343,701407,1668,2863098,750,,,09000,9000
2020-07-08,63,5456,31,235,12,673,,,4346,701717,1640,2862771,767,,,09000,9000
2020-07-09,60,5456,30,235,12,673,,,4348,702035,1624,2862431,790,,,09000,9000
2020-07-10,58,5456,28,235,11,673,,,4351,702362,1620,2862076,817,,,09000,9000
2020-07-11,55,5456,27,235,11,673,,,4353,702702,1628,2861704,849,,,09000,9000
2020-07-12,53,5456,26,235,10,673,,,4355,703056,1648,2861311,888,,,09000,9000
2020-07-13,51,5456,25,235,10,673,,,4357,703428,1679,2860895,933,,,09000,9000
2020-07-14,50,5456,24,235,10,673,,,4359,703819,1723,2860451,985,,,09000,9000
2020-07-15,49,5456,23,235,9,673,,,4361,704233,1779,2859977,1045,,,09000,9000
2020-07-16,48,5456,22,235,9,673,,,4363,704672,1847,2859477,1107,,,09000,9000
2020-07-17,47,5456,21,235,9,673,,,4364,705134,1924,2858956,1165,,,09000,9000
2020-07-18,46,5456,21,235,9,673,,,4366,705621,2009,2858413,1221,,,09000,9000
2020-07-19,46,5456,20,235,9,673,,,4368,706131,2100,2857846,1278,,,09000,9000
2020-07-20,46,5456,20,235,9,673,,,4370,706665,2195,2857255,1336,,,09000,9000
2020-07-21,47,5456,20,235,9,673,,,4371,707222,2293,2856636,1397,,,09000,9000
2020-07-22,47,5456,20,235,9,673,,,4373,707805,2397,2855990,1460,,,09000,9000
2020-07-23,48,5456,20,235,9,673,,,4375,708414,2505,2855315,1526,,,09000,9000
2020-07-24,48,5456,20,235,9,673,,,4377,709050,2618,2854611,1595,,,09000,9000
2020-07-25,49,5456,20,235,10,673,,,4379,709715,2736,2853874,1666,,,09000,9000
2020-07-26,51,5456,20,235,10,673,,,4380,710410,2859,2853105,1741,,,09000,9000
2020-07-27,52,5456,20,235,10,673,,,4382,711136,2988,2852301,1819,,,09000,9000
2020-07-28,53,5456,20,235,10,673,,,4384,711894,3122,2851461,1900,,,09000,9000
2020-07-29,55,5456,21,235,11,673,,,4386,712687,3262,2850583,1985,,,09000,9000
2020-07-30,57,5456,21,235,11,673,,,4388,713516,3408,2849666,2073,,,09000,9000
2020-07-31,59,5456,22,235,12,673,,,4390,714380,3561,2848710,2165,,,09000,9000
2020-08-01,61,5456,22,235,12,673,,,4393,715284,3720,2847710,2261,,,09000,9000
2020-08-02,63,5456,23,235,12,673,,,4395,716228,3886,2846666,2362,,,09000,9000
2020-08-03,65,5456,23,235,13,673,,,4397,717213,4059,2845576,2466,,,09000,9000
2020-08-04,68,5456,24,235,14,673,,,4400,718242,4239,2844438,2575,,,09000,9000
2020-08-05,70,5456,25,235,14,673,,,4402,719316,4427,2843250,2689,,,09000,9000
2020-08-06,73,5456,26,235,15,673,,,4405,720438,4623,2842011,2807,,,09000,9000
2020-08-07,76,5456,26,235,15,673,,,4407,721609,4828,2840716,2930,,,09000,9000
2020-08-08,79,5456,27,235,16,673,,,4410,722830,5041,2839366,3059,,,09000,9000
2020-08-09,82,5456,28,235,17,673,,,4413,724106,5263,2837957,3193,,,09000,9000
2020-08-10,85,5456,29,235,17,673,,,4416,725437,5494,2836486,3332,,,09000,9000
2020-08-11,89,5456,30,235,18,673,,,4419,726826,5736,2834952,3477,,,09000,9000
2020-08-12,93,5456,32,235,19,673,,,4422,728276,5987,2833351,3628,,,09000,9000
2020-08-13,97,5456,33,235,20,673,,,4426,729788,6249,2831681,3786,,,09000,9000
2020-08-14,101,5456,34,235,21,673,,,4429,731367,6521,2829939,3949,,,09000,9000
2020-08-15,105,5456,35,235,21,673,,,4433,733013,6805,2828123,4119,,,09000,9000
2020-08-16,109,5456,37,235,22,673,,,4437,734730,7101,2826229,4296,,,09000,9000
2020-08-17,114,5456,38,235,23,673,,,4441,736521,7408,2824254,4480,,,09000,9000
2020-08-18,119,5456,40,235,24,673,,,4445,738388,7728,2822195,4672,,,09000,9000
2020-08-19,124,5456,41,235,26,673,,,4450,740335,8061,2820049,4871,,,09000,9000
2020-08-20,129,5456,43,235,27,673,,,4454,742366,8408,2817812,5078,,,09000,9000
2020-08-21,135,5456,45,235,28,673,,,4459,744481,8768,2815482,5292,,,09000,9000
2020-08-22,140,5456,47,235,29,673,,,4464,746690,9142,2813049,5516,,,09000,9000
2020-08-23,146,5456,49,235,30,673,,,4469,748993,9532,2810513,5749,,,09000,9000
2020-08-24,153,5456,51,235,32,673,,,4474,751392,9936,2807874,5990,,,09000,9000
2020-08-25,159,5456,53,235,33,673,,,4480,753885,10355,2805130,6240,,,09000,9000
2020-08-26,166,5456,55,235,34,673,,,4486,756481,10791,2802276,6498,,,09000,9000
2020-08-27,173,5456,57,235,36,673,,,4492,759186,11244,2799305,6765,,,09000,9000
2020-08-28,180,5456,60,235,37,673,,,4498,762001,11715,2796213,7042,,,09000,9000
2020-08-29,188,5456,62,235,39,673,,,4505,764931,12202,2792995,7329,,,09000,9000
2020-08-30,196,5456,65,235,41,673,,,4512,767980,12707,2789649,7627,,,09000,9000
2020-08-31,204,5456,67,235,42,673,,,4519,771152,13230,2786168,7935,,,09000,9000
2020-09-01,212,5456,70,235,44,673,,,4526,774453,13773,2782549,8254,,,09000,9000
2020-09-02,221,5456,73,235,46,673,,,4534,777886,14335,2778785,8584,,,09000,9000
2020-09-03,230,5456,76,235,48,673,,,4542,781462,14917,2774868,8925,,,09000,9000
2020-09-04,240,5456,79,235,50,673,,,4551,785181,15519,2770797,9277,,,09000,9000
2020-09-05,250,5456,82,235,52,673,,,4559,789044,16142,2766570,9641,,,09000,9000
2020-09-06,260,5456,86,235,54,673,,,4569,793052,16786,2762187,10016,,,09000,9000
2020-09-07,270,5456,89,235,57,673,,,4578,797214,17451,2757638,10403,,,09000,9000
2020-09-08,281,5456,93,235,59,673,,,4588,801537,18139,2752918,10800,,,09000,9000
2020-09-09,293,5456,97,235,61,673,,,4598,806025,18849,2748021,11210,,,09000,9000
2020-09-10,304,5456,100,235,64,673,,,4609,810684,19581,2742939,11632,,,09000,9000
2020-09-11,316,5456,104,235,66,673,,,4620,815534,20336,2737655,12066,,,09000,9000
2020-09-12,329,5456,109,235,69,673,,,4632,820564,21114,2732179,12512,,,09000,9000
2020-09-13,342,5456,113,235,72,673,,,4644,825774,21915,2726511,12971,,,09000,9000
2020-09-14,355,5456,117,235,75,673,,,4657,831165,22739,2720649,13441,,,09000,9000
2020-09-15,369,5456,122,235,78,673,,,4670,836776,23586,2714558,13922,,,09000,9000
2020-09-16,383,5456,127,235,81,673,,,4683,842582,24457,2708259,14415,,,09000,9000
2020-09-17,398,5456,131,235,84,673,,,4697,848583,25350,2701753,14920,,,09000,9000
2020-09-18,413,5456,136,235,87,673,,,4712,854780,26267,2695039,15436,,,09000,9000
2020-09-19,429,5456,142,235,90,673,,,4727,861214,27205,2688080,15962,,,09000,9000
2020-09-20,445,5456,147,235,94,673,,,4743,867862,28166,2680895,16498,,,09000,9000
2020-09-21,461,5456,152,235,97,673,,,4759,874723,29150,2673487,17045,,,09000,9000
2020-09-22,478,5456,158,235,101,673,,,4776,881797,30156,2665855,17603,,,09000,9000
2020-09-23,495,5456,164,235,105,673,,,4794,889123,31179,2657966,18167,,,09000,9000
2020-09-24,513,5456,169,235,108,673,,,4812,896683,32222,2649834,18739,,,09000,9000
2020-09-25,531,5456,175,235,112,673,,,4831,904472,33286,2641465,19319,,,09000,9000
2020-09-26,550,5456,182,235,116,673,,,4851,912489,34370,2632858,19908,,,09000,9000
2020-09-27,569,5456,188,235,120,673,,,4871,920737,35474,2624012,20506,,,09000,9000
2020-09-28,589,5456,195,235,125,673,,,4893,929245,36599,2614898,21112,,,09000,9000
2020-09-29,613,5456,206,235,129,673,,,4921,937978,37739,2605556,21722,,,09000,9000
2020-03-06,0,1309,0,89,0,182,,,159,0,54,943212,65,,,09001,9001
2020-03-07,0,1309,0,89,0,182,,,159,29,71,943166,81,,,09001,9001
2020-03-08,0,1309,0,89,0,182,,,159,67,92,943106,103,1,,09001,9001
2020-03-09,0,1309,0,89,0,182,2.0065135939,1.0084826585,159,114,118,943030,132,2,,09001,9001
2020-03-10,0,1309,0,89,0,182,2.0265896302,0.7428795849,159,176,152,942931,169,2,,09001,9001
2020-03-11,0,1309,0,89,0,182,2.0438217681,0.6166615386,159,254,195,942805,217,3,,09001,9001
2020-03-12,0,1309,0,89,0,182,2.05833716,0.5374157709,159,355,250,942643,278,5,,09001,9001
2020-03-13,0,1309,0,89,0,182,2.0719212988,0.5392678705,159,484,321,942435,357,8,,09001,9001
2020-03-14,1,1309,0,89,0,182,2.0817399009,0.4960189654,160,649,412,942169,458,15,,09001,9001
2020-03-15,1,1309,0,89,0,182,2.0876048084,0.482778907,160,862,528,941827,587,16,,09001,9001
2020-03-16,2,1309,0,89,0,182,2.0899480383,0.4647819668,160,1134,678,941390,753,29,,09001,9001
2020-03-17,2,1309,0,89,0,182,2.087489945,0.3731155141,160,1482,869,940829,965,48,,09001,9001
2020-03-18,3,1309,1,89,0,182,2.079470445,0.3350160255,160,1929,1114,940110,1237,69,,09001,9001
2020-03-19,4,1309,1,89,0,182,2.0657786619,0.3043274867,160,2501,1428,939190,1584,102,,09001,9001
2020-03-20,5,1309,1,89,1,182,2.045832632,0.3100854095,161,3235,1830,938012,2029,122,,09001,9001
2020-03-21,7,1309,2,89,1,182,2.0197134608,0.2598903379,161,4174,2345,936504,2598,140,,09001,9001
2020-03-22,9,1309,3,89,1,182,1.9906174725,0.2567426208,162,5375,3003,934577,3323,208,,09001,9001
2020-03-23,12,1309,3,89,2,182,1.9519848578,0.1928393611,163,6912,3843,932116,4248,270,,09001,9001
2020-03-24,15,1309,4,89,3,182,1.9080089028,0.1593461043,164,8875,4915,928978,5423,384,,09001,9001
2020-03-25,20,1309,6,89,3,182,1.8598887139,0.1732372063,165,11364,6267,925104,6808,546,,09001,9001
2020-03-26,25,1309,8,89,4,182,1.806931699,0.1307895528,167,14447,7908,920485,8344,607,,09001,9001
2020-03-27,32,1309,10,89,6,182,1.7516058824,0.1121197242,169,18187,9839,915068,10021,752,,09001,9001
2020-03-28,40,1309,12,89,7,182,1.693868396,0.1230135982,172,22633,12054,908839,11804,908,,09001,9001
2020-03-29,50,1309,16,89,9,182,1.6344094718,0.1170839003,175,27818,14528,901828,13631,1245,,09001,9001
2020-03-30,62,1309,19,89,12,182,1.5771167033,0.1047553845,180,33743,17214,894111,15422,1445,,09001,9001
2020-03-31,76,1309,24,89,14,182,1.5203011821,0.1038361047,185,40374,20043,885821,17081,1445,,09001,9001
2020-04-01,90,1309,28,89,17,182,1.4653575245,0.1,191,47631,22912,877148,18497,1986,,09001,9001
2020-04-02,107,1309,34,89,21,182,1.4116788655,0.1,199,55402,25715,868300,19574,2132,,09001,9001
2020-04-03,125,1309,40,89,24,182,1.3616492459,0.0999999999999999,211,63511,28306,859555,20210,2716,,09001,9001
2020-04-04,144,1309,47,89,28,182,1.3140954831,0.1,224,71775,30559,851165,20336,2824,,09001,9001
2020-04-05,163,1309,54,89,31,182,1.2711444762,0.1,239,79982,32343,843385,19908,3050,,09001,9001
2020-04-06,181,1309,60,89,35,182,1.2327128461,0.0999999999999999,256,87916,33543,836442,18918,3719,,09001,9001
2020-04-07,198,1309,67,89,38,182,1.1972710568,0.1,275,95357,34066,830515,17404,4136,,09001,9001
2020-04-08,214,1309,73,89,41,182,1.1666840292,0.0999999999999999,296,102145,33902,825153,15978,4417,,09001,9001
2020-04-09,227,1309,78,89,44,182,1.140314916,0.1,318,108441,33326,819882,14954,4882,,09001,9001
2020-04-10,238,1309,83,89,46,182,1.1171809426,0.0999999999999999,342,114370,32526,814749,14157,5180,,09001,9001
2020-04-11,246,1309,87,89,48,182,1.0971859279,0.1,366,120004,31608,809779,13493,5407,,09001,9001
2020-04-12,253,1309,90,89,50,182,1.0800260905,0.0999999999999999,392,125386,30633,804982,12908,5534,,09001,9001
2020-04-13,258,1309,92,89,51,182,1.0648743742,0.1,418,130539,29630,800362,12375,6004,,09001,9001
2020-04-14,261,1309,94,89,51,182,1.0513017098,0.1,445,135481,28622,795919,11876,6213,,09001,9001
2020-04-15,263,1309,96,89,52,182,1.0381517301,0.0999999999999999,472,140226,27621,791650,11400,6480,,09001,9001
2020-04-16,263,1309,97,89,52,182,1.0252626356,0.0999999999999999,499,144781,26634,787552,10943,6816,,09001,9001
2020-04-17,262,1309,98,89,52,182,1.01158376,0.1,527,149153,25665,783621,10503,7146,,09001,9001
2020-04-18,261,1309,98,89,52,182,0.9964236898,0.0999999999999999,554,153349,24715,779850,10078,7363,,09001,9001
2020-04-19,258,1309,98,89,51,182,0.9803517423,0.1,582,157374,23786,776236,9667,7434,,09001,9001
2020-04-20,255,1309,98,89,51,182,0.9619329826,0.0999999999999999,609,161234,22880,772772,9269,8320,,09001,9001
