date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-08-06,0,162,0,3,0,5,,,17,8919,82,107800,38,,,09015,9015
2020-08-07,0,162,0,3,0,5,,,17,8934,80,107786,37,,,09015,9015
2020-08-08,0,162,0,3,0,5,,,17,8949,79,107771,36,,,09015,9015
2020-08-09,0,162,0,3,0,5,,,18,8964,78,107757,36,,,09015,9015
2020-08-10,0,162,0,3,0,5,,,18,8979,77,107742,35,,,09015,9015
2020-08-11,0,162,0,3,0,5,,,18,8994,76,107728,35,,,09015,9015
2020-08-12,0,162,0,3,0,5,,,18,9008,74,107715,34,,,09015,9015
2020-08-13,0,162,0,3,0,5,,,18,9022,73,107701,34,,,09015,9015
2020-08-14,0,162,0,3,0,5,,,18,9036,72,107688,33,,,09015,9015
2020-08-15,0,162,0,3,0,5,,,18,9050,71,107675,33,,,09015,9015
2020-08-16,0,162,0,3,0,5,,,18,9063,70,107662,32,,,09015,9015
2020-08-17,0,162,0,3,0,5,,,18,9076,69,107649,32,,,09015,9015
2020-08-18,0,162,0,3,0,5,,,18,9089,68,107636,31,,,09015,9015
2020-08-19,0,162,0,3,0,5,,,18,9102,67,107624,31,,,09015,9015
2020-08-20,0,162,0,3,0,5,,,18,9115,66,107612,30,,,09015,9015
2020-08-21,0,162,0,3,0,5,,,18,9127,65,107600,30,,,09015,9015
2020-08-22,0,162,0,3,0,5,,,18,9139,64,107588,29,,,09015,9015
2020-08-23,0,162,0,3,0,5,,,18,9152,63,107576,29,,,09015,9015
2020-08-24,0,162,0,3,0,5,,,18,9163,62,107565,28,,,09015,9015
2020-08-25,0,162,0,3,0,5,,,18,9175,61,107554,28,,,09015,9015
2020-08-26,0,162,0,3,0,5,,,19,9187,60,107543,28,,,09015,9015
2020-08-27,0,162,0,3,0,5,,,19,9198,59,107532,27,,,09015,9015
2020-08-28,0,162,0,3,0,5,,,19,9209,58,107521,27,,,09015,9015
2020-08-29,0,162,0,3,0,5,,,19,9220,57,107510,26,,,09015,9015
2020-08-30,0,162,0,3,0,5,,,19,9231,56,107500,26,,,09015,9015
2020-08-31,0,162,0,3,0,5,,,19,9242,55,107490,25,,,09015,9015
2020-09-01,0,162,0,3,0,5,,,19,9252,55,107480,25,,,09015,9015
2020-09-02,0,162,0,3,0,5,,,19,9263,54,107470,25,,,09015,9015
2020-09-03,0,162,0,3,0,5,,,19,9273,53,107460,24,,,09015,9015
2020-09-04,0,162,0,3,0,5,,,19,9283,52,107450,24,,,09015,9015
2020-09-05,0,162,0,3,0,5,,,19,9293,51,107441,23,,,09015,9015
2020-09-06,0,162,0,3,0,5,,,19,9302,50,107431,23,,,09015,9015
2020-09-07,0,162,0,3,0,5,,,19,9312,50,107422,23,,,09015,9015
2020-09-08,0,162,0,3,0,5,,,19,9321,49,107413,22,,,09015,9015
2020-09-09,0,162,0,3,0,5,,,19,9331,48,107404,22,,,09015,9015
2020-09-10,0,162,0,3,0,5,,,19,9340,47,107395,22,,,09015,9015
2020-09-11,0,162,0,3,0,5,,,19,9349,47,107387,21,,,09015,9015
2020-09-12,0,162,0,3,0,5,,,19,9358,46,107378,21,,,09015,9015
2020-09-13,0,162,0,3,0,5,,,19,9366,45,107370,21,,,09015,9015
2020-09-14,0,162,0,3,0,5,,,19,9375,44,107362,20,,,09015,9015
2020-09-15,0,162,0,3,0,5,,,19,9383,44,107354,20,,,09015,9015
2020-09-16,0,162,0,3,0,5,,,19,9392,43,107346,20,,,09015,9015
2020-09-17,0,162,0,3,0,5,,,19,9400,42,107338,19,,,09015,9015
2020-09-18,0,162,0,3,0,5,,,19,9408,42,107330,19,,,09015,9015
2020-09-19,0,162,0,3,0,5,,,20,9416,41,107322,19,,,09015,9015
2020-09-20,0,162,0,3,0,5,,,20,9423,40,107315,18,,,09015,9015
2020-09-21,0,162,0,3,0,5,,,20,9431,40,107308,18,,,09015,9015
2020-09-22,0,162,0,3,0,5,,,20,9439,39,107300,18,,,09015,9015
2020-09-23,0,162,0,3,0,5,,,20,9446,39,107293,18,,,09015,9015
2020-09-24,0,162,0,3,0,5,,,20,9453,38,107286,17,,,09015,9015
2020-09-25,0,162,0,3,0,5,,,20,9460,37,107279,17,,,09015,9015
2020-09-26,0,162,0,3,0,5,,,20,9467,37,107273,17,,,09015,9015
2020-09-27,0,162,0,3,0,5,,,20,9474,36,107266,16,,,09015,9015
2020-09-28,0,162,0,3,0,5,,,20,9481,36,107259,16,,,09015,9015
2020-09-29,0,162,0,3,0,5,,,20,9488,35,107253,16,,,09015,9015
2020-03-19,0,282,0,7,0,31,,,0,0,99,264986,119,,,09011,9011
2020-03-20,0,282,0,7,0,31,,,0,52,128,264916,137,1,,09011,9011
2020-03-21,0,282,0,7,0,31,1.5528587112,1.1394415428,0,113,160,264829,163,1,,09011,9011
2020-03-22,0,282,0,7,0,31,1.5594127953,0.9008359313,0,186,197,264720,198,3,,09011,9011
2020-03-23,0,282,0,7,0,31,1.5669571075,0.8178290383,0,276,242,264587,241,4,,09011,9011
2020-03-24,0,282,0,7,0,31,1.573786607,0.7754430128,0,385,296,264425,295,6,,09011,9011
2020-03-25,0,282,0,7,0,31,1.5801961166,0.767819244,0,518,362,264230,357,9,,09011,9011
2020-03-26,0,282,0,7,0,31,1.5861140651,0.7661108794,0,677,439,264003,424,13,,09011,9011
2020-03-27,0,282,0,7,0,31,1.5917824908,0.7182865244,0,865,529,263741,498,15,,09011,9011
2020-03-28,0,282,0,7,0,31,1.5960164408,0.6997437802,0,1084,630,263443,577,19,,09011,9011
2020-03-29,0,282,0,7,0,31,1.5983839442,0.6990603409,0,1337,742,263107,661,20,,09011,9011
2020-03-30,0,282,0,7,0,31,1.5982227355,0.7106538832,0,1624,865,262734,746,24,,09011,9011
2020-03-31,0,282,0,7,0,31,1.5948426978,0.6885356052,0,1946,997,262326,832,27,,09011,9011
2020-04-01,0,282,0,7,0,31,1.5877684945,0.6559367357,0,2302,1135,261887,915,29,,09011,9011
2020-04-02,0,282,0,7,0,31,1.576484983,0.6360999941,0,2692,1278,261420,993,29,,09011,9011
2020-04-03,0,282,0,7,0,31,1.561405911,0.5827179204,0,3111,1422,260932,1062,40,,09011,9011
2020-04-04,0,282,0,7,0,31,1.5411678436,0.5654661364,0,3556,1562,260431,1118,57,,09011,9011
2020-04-05,0,282,0,7,0,31,1.516513394,0.5206217387,0,4020,1694,259926,1158,57,,09011,9011
2020-04-06,0,282,0,7,0,31,1.4882488125,0.4825929991,0,4498,1813,259427,1180,65,,09011,9011
2020-04-07,1,282,0,7,0,31,1.4564552236,0.4513564987,0,4981,1915,258939,1184,85,,09011,9011
2020-04-08,1,282,0,7,0,31,1.4215641488,0.4383346737,0,5464,1998,258455,1186,120,,09011,9011
2020-04-09,1,282,0,7,0,31,1.3853904875,0.4083625914,0,5950,2069,257954,1200,139,,09011,9011
2020-04-10,1,282,0,7,0,31,1.3490586121,0.389983187,0,6445,2134,257437,1223,156,,09011,9011
2020-04-11,1,282,0,7,0,31,1.3119682864,0.3660492256,0,6949,2196,256905,1250,185,,09011,9011
2020-04-12,1,282,0,7,0,31,1.2747910618,0.3536873552,0,7465,2257,256360,1280,190,,09011,9011
2020-04-13,1,282,0,7,0,31,1.2390632474,0.3466805787,0,7993,2318,255800,1311,222,,09011,9011
2020-04-14,1,282,0,7,0,31,1.2056746219,0.3389985366,0,8534,2379,255227,1343,227,,09011,9011
2020-04-15,1,282,0,7,0,31,1.1743013416,0.3422817198,0,9089,2441,254640,1375,236,,09011,9011
2020-04-16,1,282,0,7,0,31,1.1465655184,0.3387413569,0,9656,2504,254040,1408,255,,09011,9011
2020-04-17,1,282,0,7,0,31,1.1211439881,0.3345329152,0,10238,2567,253425,1442,292,,09011,9011
2020-04-18,2,282,0,7,0,31,1.099274263,0.3292991557,0,10833,2631,252796,1476,315,,09011,9011
2020-04-19,2,282,0,7,0,31,1.0801958476,0.3290331171,0,11441,2695,252154,1509,339,,09011,9011
2020-04-20,2,282,0,7,0,31,1.0631424851,0.3224089935,0,12064,2761,251497,1543,356,,09011,9011
2020-04-21,2,282,0,7,0,31,1.047738734,0.3210821706,0,12700,2826,250827,1577,369,,09011,9011
2020-04-22,2,282,0,7,0,31,1.0340227624,0.3308151333,0,13349,2891,250154,1601,397,,09011,9011
2020-04-23,2,282,0,7,0,31,1.0217949761,0.3227979858,1,14003,2949,249494,1607,419,,09011,9011
2020-04-24,2,282,0,7,0,31,1.0106162641,0.3202514993,3,14657,2995,248849,1598,448,,09011,9011
2020-04-25,2,282,0,7,0,31,1.000194802,0.3174864135,6,15305,3028,248223,1577,473,,09011,9011
2020-04-26,2,282,0,7,0,31,0.9901242794,0.3203935231,9,15942,3044,247618,1545,498,,09011,9011
2020-04-27,2,282,1,7,0,31,0.9800040256,0.317541486,11,16563,3044,247039,1502,516,,09011,9011
2020-04-28,2,282,1,7,0,31,0.9692954887,0.326406277,14,17165,3026,246489,1450,530,,09011,9011
2020-04-29,2,282,1,7,0,31,0.9579365976,0.3239118037,17,17745,2990,245970,1390,540,,09011,9011
2020-04-30,2,282,1,7,0,31,0.9460462618,0.3331177507,20,18298,2938,245484,1323,564,,09011,9011
2020-05-01,2,282,1,7,0,31,0.9337005918,0.330908136,23,18823,2870,245033,1249,603,,09011,9011
2020-05-02,2,282,1,7,0,31,0.9212800225,0.3287201427,25,19316,2785,244618,1170,623,,09011,9011
2020-05-03,2,282,1,7,0,31,0.9092479181,0.3264200095,28,19777,2687,244240,1088,623,,09011,9011
2020-05-04,2,282,1,7,0,31,0.8975070167,0.3298093157,31,20203,2577,243898,1003,641,,09011,9011
2020-05-05,2,282,1,7,0,31,0.8865545029,0.3271975314,34,20596,2455,243591,918,681,,09011,9011
2020-05-06,2,282,1,7,0,31,0.8776593245,0.3297653482,37,20954,2325,243311,839,704,,09011,9011
2020-05-07,2,282,1,7,0,31,0.8711419374,0.3316467559,40,21283,2193,243047,774,742,,09011,9011
2020-05-08,2,282,1,7,0,31,0.8673205754,0.332749888,43,21587,2062,242798,719,755,,09011,9011
2020-05-09,2,282,1,7,0,31,0.8666213739,0.3271782274,45,21870,1937,242565,669,775,,09011,9011
2020-05-10,2,282,1,7,0,31,0.8691377813,0.3206783005,48,22134,1817,242345,625,782,,09011,9011
2020-05-11,2,282,1,7,0,31,0.8749230181,0.3190082465,51,22381,1704,242140,584,784,,09011,9011
2020-05-12,2,282,0,7,0,31,0.8837464937,0.3222346311,53,22612,1597,241947,546,793,,09011,9011
2020-05-13,2,282,0,7,0,31,0.8948664501,0.3305715817,56,22827,1497,241766,511,804,,09011,9011
2020-05-14,2,282,0,7,0,31,0.9077435405,0.3499482966,58,23029,1403,241596,479,821,,09011,9011
2020-05-15,2,282,0,7,0,31,0.9216510365,0.3748010618,60,23219,1314,241438,448,844,,09011,9011
2020-05-16,2,282,0,7,0,31,0.9350373021,0.3767102825,63,23396,1231,241289,420,860,,09011,9011
2020-05-17,1,282,0,7,0,31,0.9470307434,0.3905685823,65,23562,1153,241149,393,873,,09011,9011
2020-05-18,1,282,0,7,0,31,0.9559778608,0.3995327773,67,23717,1081,241019,368,876,,09011,9011
2020-05-19,1,282,0,7,0,31,0.9609729538,0.4096378236,69,23863,1012,240896,345,880,,09011,9011
2020-05-20,1,282,0,7,0,31,0.9609696071,0.4096387897,71,24000,948,240782,323,896,,09011,9011
2020-05-21,1,282,0,7,0,31,0.9551780283,0.4113106745,73,24128,888,240674,303,903,,09011,9011
2020-05-22,1,282,0,7,0,31,0.9432510641,0.3974331844,74,24248,832,240573,284,910,,09011,9011
2020-05-23,1,282,0,7,0,31,0.9263109913,0.3907763568,76,24360,779,240479,266,970,,09011,9011
2020-05-24,1,282,0,7,0,31,0.9051894422,0.3737796121,78,24465,730,240390,249,1046,,09011,9011
2020-05-25,1,282,0,7,0,31,0.8811279538,0.3634050574,79,24564,684,240307,233,1043,,09011,9011
2020-05-26,1,282,0,7,0,31,0.8562826385,0.353256774,81,24655,641,240231,219,1075,,09011,9011
2020-05-27,1,282,0,7,0,31,0.8321054164,0.3429156288,82,24743,600,240157,205,1053,,09011,9011
2020-05-28,1,282,0,7,0,31,0.8099675285,0.3377592812,83,24824,562,240089,192,1067,,09011,9011
2020-05-29,1,282,0,7,0,31,0.7924427481,0.3370447468,85,24900,527,240025,180,1068,,09011,9011
2020-05-30,1,282,0,7,0,31,0.7802219403,0.3347990875,86,24971,494,239965,168,1076,,09011,9011
2020-05-31,0,282,0,7,0,31,0.7749181641,0.3363301558,87,25037,463,239909,158,1078,,09011,9011
2020-06-01,0,282,0,7,0,31,0.7769494806,0.3472907706,88,25099,434,239857,148,1033,,09011,9011
2020-06-02,0,282,0,7,0,31,0.7867670559,0.3502301835,89,25158,406,239808,139,1094,,09011,9011
2020-06-03,0,282,0,7,0,31,0.8036728403,0.3511234066,90,25213,381,239762,130,1100,,09011,9011
2020-06-04,0,282,0,7,0,31,0.8268962039,0.4252484366,91,25264,357,239718,122,1104,,09011,9011
2020-06-05,0,282,0,7,0,31,0.854469472,0.4634767413,92,25313,334,239678,114,1108,,09011,9011
2020-06-06,0,282,0,7,0,31,0.8849650037,0.5008614611,93,25358,313,239640,107,1112,,09011,9011
2020-06-07,0,282,0,7,0,31,0.9157443845,0.5381642407,94,25400,294,239604,100,1119,,09011,9011
2020-06-08,0,282,0,7,0,31,0.9444433879,0.5587470655,94,25440,275,239571,94,1120,,09011,9011
2020-06-09,0,282,0,7,0,31,0.9688988476,0.5516873824,95,25477,258,239539,88,1122,,09011,9011
2020-06-10,0,282,0,7,0,31,0.9873285081,0.5405936949,96,25512,242,239510,82,1068,,09011,9011
2020-06-11,0,282,0,7,0,31,0.9979743691,0.5201999916,96,25545,227,239482,77,1085,,09011,9011
2020-06-12,0,282,0,7,0,31,1.0003049746,0.5022066956,97,25576,212,239457,72,1088,,09011,9011
2020-06-13,0,282,0,7,0,31,0.9945504232,0.4750003781,97,25604,199,239432,68,1135,,09011,9011
2020-06-14,0,282,0,7,0,31,0.9811535352,0.4557737157,98,25631,186,239410,64,1236,,09011,9011
2020-06-15,0,282,0,7,0,31,0.9615898647,0.4267802448,98,25657,175,239388,60,1240,,09011,9011
2020-06-16,0,282,0,7,0,31,0.9377049724,0.4105812085,98,25680,164,239368,56,1276,,09011,9011
2020-06-17,0,282,0,7,0,31,0.9106149274,0.3953074202,99,25702,154,239350,52,1285,,09011,9011
2020-06-18,0,282,0,7,0,31,0.8823222295,0.3977013158,99,25723,144,239332,49,1288,,09011,9011
2020-06-19,0,282,0,7,0,31,0.8529891527,0.3946220404,99,25743,135,239316,46,1203,,09011,9011
2020-06-20,0,282,0,7,0,31,0.8244618064,0.3970836732,100,25761,126,239300,43,1209,,09011,9011
2020-06-21,0,282,0,7,0,31,0.7985245586,0.4103446144,100,25778,118,239286,40,1217,,09011,9011
2020-06-22,0,282,0,7,0,31,0.7765442548,0.4340102896,100,25794,111,239272,38,1214,,09011,9011
2020-06-23,0,282,0,7,0,31,0.7589337245,0.4390940118,100,25809,104,239260,35,1221,,09011,9011
2020-06-24,0,282,0,7,0,31,0.7462256067,0.4600830375,100,25824,97,239248,33,1221,,09011,9011
2020-06-25,0,282,0,7,0,31,0.737842263,0.5144646246,101,25837,91,239237,31,1219,,09011,9011
2020-06-26,0,282,0,7,0,31,0.7339420604,0.5271375215,101,25849,86,239226,29,1223,,09011,9011
2020-06-27,0,282,0,7,0,31,0.7338532063,0.5675776903,101,25861,80,239216,27,1241,,09011,9011
2020-06-28,0,282,0,7,0,31,0.7371382334,0.6012704008,101,25872,75,239207,25,1244,,09011,9011
2020-06-29,0,282,0,7,0,31,0.7432322837,0.6226052108,101,25882,70,239199,24,1255,,09011,9011
2020-06-30,0,282,0,7,0,31,0.7517025838,0.6201600458,102,25892,66,239191,22,1255,,09011,9011
2020-07-01,0,282,0,7,0,31,,,102,25901,62,239183,21,,,09011,9011
2020-07-02,0,282,0,7,0,31,,,102,25909,58,239176,20,,,09011,9011
2020-07-03,0,282,0,7,0,31,,,102,25917,54,239169,19,,,09011,9011
2020-07-04,0,282,0,7,0,31,,,102,25925,51,239162,18,,,09011,9011
2020-07-05,0,282,0,7,0,31,,,102,25932,48,239155,17,,,09011,9011
2020-07-06,0,282,0,7,0,31,,,102,25939,46,239149,17,,,09011,9011
2020-07-07,0,282,0,7,0,31,,,102,25946,43,239142,16,,,09011,9011
2020-07-08,0,282,0,7,0,31,,,102,25953,41,239136,16,,,09011,9011
2020-07-09,0,282,0,7,0,31,,,102,25959,40,239130,15,,,09011,9011
2020-07-10,0,282,0,7,0,31,,,103,25966,38,239123,15,,,09011,9011
2020-07-11,0,282,0,7,0,31,,,103,25972,37,239117,15,,,09011,9011
2020-07-12,0,282,0,7,0,31,,,103,25978,35,239111,15,,,09011,9011
2020-07-13,0,282,0,7,0,31,,,103,25985,34,239105,14,,,09011,9011
2020-07-14,0,282,0,7,0,31,,,103,25991,33,239100,14,,,09011,9011
2020-07-15,0,282,0,7,0,31,,,103,25997,32,239094,14,,,09011,9011
2020-07-16,0,282,0,7,0,31,,,103,26003,32,239088,14,,,09011,9011
2020-07-17,0,282,0,7,0,31,,,103,26009,31,239082,14,,,09011,9011
2020-07-18,0,282,0,7,0,31,,,103,26014,31,239076,14,,,09011,9011
2020-07-19,0,282,0,7,0,31,,,103,26020,30,239071,14,,,09011,9011
2020-07-20,0,282,0,7,0,31,,,103,26026,30,239065,13,,,09011,9011
2020-07-21,0,282,0,7,0,31,,,103,26031,29,239060,13,,,09011,9011
2020-07-22,0,282,0,7,0,31,,,103,26037,29,239055,13,,,09011,9011
2020-07-23,0,282,0,7,0,31,,,103,26042,28,239050,13,,,09011,9011
2020-07-24,0,282,0,7,0,31,,,103,26048,28,239045,12,,,09011,9011
2020-07-25,0,282,0,7,0,31,,,103,26053,27,239040,12,,,09011,9011
2020-07-26,0,282,0,7,0,31,,,103,26058,27,239035,12,,,09011,9011
2020-07-27,0,282,0,7,0,31,,,103,26063,26,239030,12,,,09011,9011
2020-07-28,0,282,0,7,0,31,,,103,26068,26,239025,12,,,09011,9011
2020-07-29,0,282,0,7,0,31,,,103,26073,25,239020,11,,,09011,9011
2020-07-30,0,282,0,7,0,31,,,104,26078,25,239016,11,,,09011,9011
2020-07-31,0,282,0,7,0,31,,,104,26082,24,239011,11,,,09011,9011
2020-08-01,0,282,0,7,0,31,,,104,26087,24,239007,11,,,09011,9011
2020-08-02,0,282,0,7,0,31,,,104,26091,24,239003,10,,,09011,9011
2020-08-03,0,282,0,7,0,31,,,104,26096,23,238998,10,,,09011,9011
2020-08-04,0,282,0,7,0,31,,,104,26100,23,238994,10,,,09011,9011
2020-08-05,0,282,0,7,0,31,,,104,26104,22,238990,10,,,09011,9011
2020-08-06,0,282,0,7,0,31,,,104,26109,22,238986,10,,,09011,9011
2020-08-07,0,282,0,7,0,31,,,104,26113,21,238982,10,,,09011,9011
2020-08-08,0,282,0,7,0,31,,,104,26117,21,238978,9,,,09011,9011
2020-08-09,0,282,0,7,0,31,,,104,26121,21,238974,9,,,09011,9011
2020-08-10,0,282,0,7,0,31,,,104,26125,20,238971,9,,,09011,9011
2020-08-11,0,282,0,7,0,31,,,104,26129,20,238967,9,,,09011,9011
2020-08-12,0,282,0,7,0,31,,,104,26132,20,238963,9,,,09011,9011
2020-08-13,0,282,0,7,0,31,,,104,26136,19,238960,9,,,09011,9011
2020-08-14,0,282,0,7,0,31,,,104,26140,19,238956,8,,,09011,9011
2020-08-15,0,282,0,7,0,31,,,104,26143,19,238953,8,,,09011,9011
2020-08-16,0,282,0,7,0,31,,,104,26147,18,238950,8,,,09011,9011
2020-08-17,0,282,0,7,0,31,,,104,26150,18,238946,8,,,09011,9011
2020-08-18,0,282,0,7,0,31,,,104,26154,18,238943,8,,,09011,9011
2020-08-19,0,282,0,7,0,31,,,104,26157,17,238940,8,,,09011,9011
2020-08-20,0,282,0,7,0,31,,,104,26160,17,238937,7,,,09011,9011
2020-08-21,0,282,0,7,0,31,,,104,26164,17,238934,7,,,09011,9011
2020-08-22,0,282,0,7,0,31,,,104,26167,16,238931,7,,,09011,9011
2020-08-23,0,282,0,7,0,31,,,104,26170,16,238928,7,,,09011,9011
2020-08-24,0,282,0,7,0,31,,,104,26173,16,238925,7,,,09011,9011
2020-08-25,0,282,0,7,0,31,,,104,26176,15,238922,7,,,09011,9011
2020-08-26,0,282,0,7,0,31,,,104,26179,15,238919,7,,,09011,9011
2020-08-27,0,282,0,7,0,31,,,104,26182,15,238916,7,,,09011,9011
2020-08-28,0,282,0,7,0,31,,,104,26185,15,238914,6,,,09011,9011
2020-08-29,0,282,0,7,0,31,,,104,26187,14,238911,6,,,09011,9011
2020-08-30,0,282,0,7,0,31,,,104,26190,14,238908,6,,,09011,9011
2020-08-31,0,282,0,7,0,31,,,104,26193,14,238906,6,,,09011,9011
2020-09-01,0,282,0,7,0,31,,,104,26195,14,238903,6,,,09011,9011
2020-09-02,0,282,0,7,0,31,,,104,26198,13,238901,6,,,09011,9011
2020-09-03,0,282,0,7,0,31,,,104,26201,13,238898,6,,,09011,9011
2020-09-04,0,282,0,7,0,31,,,104,26203,13,238896,6,,,09011,9011
2020-09-05,0,282,0,7,0,31,,,104,26206,13,238893,5,,,09011,9011
2020-09-06,0,282,0,7,0,31,,,104,26208,12,238891,5,,,09011,9011
2020-09-07,0,282,0,7,0,31,,,104,26210,12,238889,5,,,09011,9011
2020-09-08,0,282,0,7,0,31,,,104,26213,12,238887,5,,,09011,9011
2020-09-09,0,282,0,7,0,31,,,104,26215,12,238885,5,,,09011,9011
2020-09-10,0,282,0,7,0,31,,,104,26217,11,238882,5,,,09011,9011
2020-09-11,0,282,0,7,0,31,,,104,26219,11,238880,5,,,09011,9011
2020-09-12,0,282,0,7,0,31,,,104,26222,11,238878,5,,,09011,9011
2020-09-13,0,282,0,7,0,31,,,104,26224,11,238876,5,,,09011,9011
2020-09-14,0,282,0,7,0,31,,,104,26226,11,238874,5,,,09011,9011
2020-09-15,0,282,0,7,0,31,,,104,26228,10,238872,4,,,09011,9011
2020-09-16,0,282,0,7,0,31,,,104,26230,10,238870,4,,,09011,9011
2020-09-17,0,282,0,7,0,31,,,104,26232,10,238868,4,,,09011,9011
2020-09-18,0,282,0,7,0,31,,,104,26234,10,238867,4,,,09011,9011
2020-09-19,0,282,0,7,0,31,,,104,26236,10,238865,4,,,09011,9011
2020-09-20,0,282,0,7,0,31,,,104,26238,9,238863,4,,,09011,9011
2020-09-21,0,282,0,7,0,31,,,104,26239,9,238861,4,,,09011,9011
2020-09-22,0,282,0,7,0,31,,,104,26241,9,238859,4,,,09011,9011
2020-09-23,0,282,0,7,0,31,,,104,26243,9,238858,4,,,09011,9011
2020-09-24,0,282,0,7,0,31,,,104,26245,9,238856,4,,,09011,9011
2020-09-25,0,282,0,7,0,31,,,104,26246,9,238854,4,,,09011,9011
2020-09-26,0,282,0,7,0,31,,,104,26248,8,238853,4,,,09011,9011
2020-09-27,0,282,0,7,0,31,,,104,26250,8,238851,4,,,09011,9011
2020-09-28,0,282,0,7,0,31,,,104,26251,8,238850,3,,,09011,9011
2020-09-29,0,282,0,7,0,31,,,104,26253,8,238848,3,,,09011,9011
